result,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,title_fight,female,f1_stance_Open Stance,f1_stance_Orthodox,f1_stance_Southpaw,f1_stance_Switch,f1_stance_Unknown,f2_stance_Open Stance,f2_stance_Orthodox,f2_stance_Sideways,f2_stance_Southpaw,f2_stance_Switch,f2_stance_Unknown,f1_age,f2_age
1,16,5,0,0,185.42,70.29,185.42,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,15,5,0,0,172.72,65.76,177.8,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.5,44.0
1,16,6,0,0,175.26,65.76,182.88,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,12,10,0,0,177.8,70.29,,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.1,
1,19,11,0,2,182.88,83.9,182.88,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,18,10,0,0,182.88,92.97,,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.9,
1,20,11,0,0,175.26,77.1,182.88,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6,23,11,0,1,167.64,65.76,177.8,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,46.5
1,11,6,1,1,182.88,70.29,182.88,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,29,15,2,0,182.88,77.1,,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.6,42.6
1,11,7,0,0,167.64,77.1,172.72,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,26,2,0,0,180.34,83.9,193.04,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.1,44.2
1,17,11,0,0,177.8,77.1,185.42,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,31,13,0,0,177.8,77.1,182.88,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.6,43.5
1,23,9,1,1,175.26,70.29,177.8,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,18,13,1,0,177.8,65.76,172.72,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.2,46.0
1,34,12,0,0,187.96,77.1,190.5,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,15,6,0,0,185.42,77.1,195.58,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,46.1
1,23,17,0,1,198.12,83.9,200.66,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,18,8,0,0,187.96,83.9,190.5,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.7,41.2
1,28,16,0,1,193.04,113.38,198.12,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,13,7,0,0,200.66,120.18,,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.4,48.3
1,28,9,0,0,185.42,83.9,198.12,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,10,7,0,0,180.34,77.1,190.5,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.9,42.9
1,22,11,0,1,177.8,77.1,177.8,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,25,23,0,0,175.26,77.1,,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.9,54.5
1,6,6,0,0,182.88,77.1,187.96,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,14,11,0,0,175.26,77.1,,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.2,48.0
1,33,16,0,0,170.18,65.76,177.8,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,32,18,2,3,175.26,70.29,180.34,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.1,42.3
1,11,5,2,0,185.42,102.04,185.42,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,8,6,0,0,193.04,111.11,198.12,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.4,49.4
1,14,6,0,0,177.8,65.76,187.96,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,21,7,2,0,170.18,70.29,,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1,53.2
1,14,8,0,0,185.42,83.9,193.04,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,14,8,0,0,182.88,92.97,193.04,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.8,45.6
1,42,21,0,0,177.8,70.29,177.8,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,34,10,2,1,180.34,77.1,185.42,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.6,41.1
1,16,7,0,0,172.72,70.29,177.8,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,9,7,0,0,175.26,70.29,182.88,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.2,42.4
1,23,9,0,0,177.8,76.19,177.8,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,26,10,0,0,175.26,77.1,180.34,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.1,49.8
1,21,11,0,0,180.34,77.1,193.04,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,45,23,1,0,175.26,70.29,182.88,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.1,49.3
1,21,7,1,0,170.18,65.76,177.8,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,34,14,7,0,172.72,70.29,167.64,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.7,43.6
1,19,11,0,0,185.42,92.97,190.5,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,31,10,0,1,203.2,120.18,203.2,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.1,49.4
1,20,7,0,0,182.88,77.1,182.88,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,12,7,0,0,182.88,83.9,182.88,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.2,47.0
1,29,7,0,1,185.42,83.9,193.04,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,25,16,0,0,190.5,83.9,203.2,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.8,50.1
1,45,9,0,0,175.26,77.1,185.42,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,31,18,5,0,180.34,77.1,172.72,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.8,50.9
1,26,13,0,0,190.5,83.9,190.5,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,37,11,0,0,185.42,92.97,190.5,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.1,49.9
1,12,8,0,0,185.42,92.97,193.04,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,4,2,0,0,190.5,92.97,,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.8,
1,30,7,1,1,182.88,77.1,187.96,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,26,15,0,0,172.72,77.1,177.8,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.4,44.5
1,33,14,0,0,177.8,70.29,180.34,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,22,13,0,0,177.8,70.29,180.34,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8,45.1
1,21,11,1,2,172.72,70.29,180.34,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,14,9,0,0,182.88,77.1,,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.8,
1,34,11,0,1,187.96,83.9,195.58,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,10,6,0,0,180.34,83.9,190.5,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.3,52.2
1,35,11,2,1,187.96,104.31,185.42,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,15,8,0,0,187.96,104.31,187.96,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.8,42.7
1,23,9,1,1,175.26,70.29,177.8,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,16,8,0,1,175.26,70.29,,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.2,52.8
1,37,12,0,0,185.42,92.97,185.42,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,18,15,1,0,175.26,83.9,185.42,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.1,54.1
1,23,11,0,0,180.34,77.1,190.5,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,18,11,0,1,182.88,83.9,177.8,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.4,46.1
1,23,11,0,0,172.72,83.9,180.34,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,20,9,0,0,185.42,83.9,185.42,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.8,53.4
1,23,11,1,0,167.64,61.22,172.72,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,16,8,0,0,167.64,65.76,172.72,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.7,41.2
1,24,8,0,0,185.42,83.9,187.96,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,10,4,0,0,187.96,92.97,,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.1,45.0
1,12,7,0,0,185.42,77.1,193.04,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,22,20,1,0,167.64,70.29,,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.2,43.2
1,19,8,1,0,182.88,92.97,190.5,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,18,21,0,0,177.8,83.9,,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.8,47.8
1,15,4,0,0,190.5,92.97,193.04,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,28,16,0,1,193.04,113.38,198.12,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.8,47.4
1,24,17,0,1,167.64,70.29,180.34,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,24,9,0,0,170.18,70.29,172.72,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.9,49.2
1,35,19,2,0,182.88,83.9,187.96,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,13,7,0,0,185.42,83.9,190.5,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.2,49.4
1,28,16,0,1,177.8,77.1,182.88,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,33,18,0,0,180.34,77.1,,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.3,44.0
1,27,16,0,1,185.42,92.97,195.58,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0,19,4,0,0,187.96,83.9,,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.8,42.7
1,26,9,0,1,175.26,70.29,,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,38,22,0,0,170.18,70.29,177.8,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.8,43.6
1,45,23,1,0,175.26,70.29,182.88,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,6,17,0,0,172.72,77.1,,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.3,45.4
1,21,8,0,0,187.96,92.97,193.04,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,19,12,1,0,190.5,92.97,187.96,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.6,50.5
1,17,11,2,0,187.96,83.9,193.04,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,19,7,0,0,190.5,92.97,195.58,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.7,46.3
1,25,16,0,0,190.5,83.9,203.2,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,22,11,0,0,180.34,83.9,185.42,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.1,45.0
1,34,24,0,2,190.5,108.84,195.58,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,8,3,0,0,193.04,105.22,,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.4,47.2
1,30,9,0,0,185.42,83.9,190.5,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,14,8,2,0,190.5,83.9,193.04,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.4,47.8
1,23,15,0,0,175.26,77.1,177.8,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,11,4,0,0,182.88,77.1,177.8,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.8,51.0
1,17,11,0,0,187.96,109.75,193.04,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,16,6,0,1,182.88,92.97,185.42,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.2,44.5
1,34,12,0,0,187.96,77.1,190.5,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,11,9,0,0,187.96,83.9,195.58,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,49.1
1,8,5,0,0,187.96,106.12,195.58,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,15,10,0,0,190.5,92.97,190.5,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.8,52.8
1,31,13,0,0,177.8,77.1,182.88,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,44,17,0,1,182.88,83.9,177.8,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.5,42.8
1,17,11,0,0,177.8,77.1,185.42,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,5,3,0,0,182.88,77.1,,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.6,50.2
1,24,11,0,1,177.8,77.1,182.88,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,42,21,0,0,177.8,70.29,177.8,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.9,45.6
1,22,11,0,1,177.8,77.1,177.8,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,51,31,7,1,177.8,77.1,,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.9,53.2
1,18,7,0,0,180.34,92.97,182.88,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,18,10,0,0,182.88,92.97,,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.4,
1,18,8,0,0,187.96,83.9,190.5,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,25,12,0,0,185.42,77.1,190.5,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.2,44.8
1,26,15,0,0,172.72,77.1,177.8,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,45,17,2,0,177.8,77.1,,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.5,51.0
1,42,10,0,0,180.34,77.1,180.34,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,34,10,2,1,180.34,77.1,185.42,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.9,41.1
1,18,6,0,0,187.96,83.9,,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,6,1,0,0,182.88,77.1,,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.4,
1,26,2,0,0,180.34,83.9,193.04,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,45,9,0,0,175.26,77.1,185.42,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.2,51.8
1,31,10,0,1,203.2,120.18,203.2,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,60,26,1,0,175.26,112.02,187.96,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.4,54.5
1,12,7,0,0,182.88,83.9,182.88,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,19,11,0,2,182.88,83.9,182.88,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,43.9
1,15,7,0,1,190.5,104.31,198.12,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,18,11,0,0,190.5,119.73,200.66,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.8,46.1
1,33,16,0,0,170.18,65.76,177.8,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,21,7,2,0,170.18,70.29,,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.1,53.2
1,26,10,0,2,185.42,77.1,193.04,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,33,14,0,0,177.8,70.29,180.34,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.9,41.8
1,8,6,0,0,193.04,111.11,198.12,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,11,18,0,1,185.42,106.58,,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.4,58.0
1,17,10,0,2,187.96,92.97,190.5,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,10,6,1,0,182.88,92.97,,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.8,49.3
1,15,4,0,0,190.5,92.97,193.04,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,6,3,0,0,193.04,106.58,,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.8,44.5
1,11,7,0,0,167.64,77.1,172.72,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,31,18,5,0,180.34,77.1,172.72,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.1,50.9
1,10,6,0,0,180.34,83.9,190.5,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,23,11,0,0,180.34,77.1,190.5,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.2,45.4
1,26,9,0,1,175.26,70.29,,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,45,23,1,0,175.26,70.29,182.88,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.8,49.3
1,20,9,0,0,185.42,83.9,185.42,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,38,17,0,1,185.42,83.9,,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.4,42.9
1,25,23,0,0,175.26,77.1,,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,9,5,0,0,177.8,77.1,,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.5,42.8
1,18,11,0,1,182.88,83.9,177.8,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,10,7,0,0,180.34,77.1,190.5,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.1,42.9
1,10,5,0,0,177.8,83.9,180.34,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,17,15,1,0,177.8,83.9,,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.9,52.1
1,20,7,0,0,182.88,77.1,182.88,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,28,9,0,0,185.42,83.9,198.12,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.2,43.9
